58015,2019-09-17 13:35:00,7.2,1006.4,87,15,14.1,0.6,1329.0
58102,2019-09-17 13:35:00,6.7,1004.3,63,244,0.4,0.7,1070.8
58118,2019-09-17 13:35:00,4.6,1001.0,54,41,9.2,0.1,1219.4
58122,2019-09-17 13:35:00,8.2,1006.1,15,187,0.3,1.2,1215.0
58203,2019-09-17 13:35:00,3.0,1018.0,34,235,6.4,1.5,1022.5
58215,2019-09-17 13:35:00,29.0,1009.6,63,258,7.1,0.8,1201.8
58221,2019-09-17 13:35:00,20.5,1007.0,34,276,5.0,1.0,1110.6
58225,2019-09-17 13:35:00,28.1,1017.8,54,30,3.9,0.7,1019.7
58236,2019-09-17 13:35:00,12.1,1022.0,13,24,3.5,0.1,1378.7
58311,2019-09-17 13:35:00,9.1,1021.2,15,49,7.5,0.4,1454.4
58314,2019-09-17 13:35:00,28.1,1008.5,87,214,4.0,0.7,1260.5
58319,2019-09-17 13:35:00,10.6,1006.7,68,286,9.5,0.5,1371.2
58321,2019-09-17 13:35:00,15.6,1026.0,19,341,1.6,0.2,1116.6
58326,2019-09-17 13:35:00,16.0,1014.6,97,315,4.5,0.7,1099.8
58336,2019-09-17 13:35:00,1.2,1010.4,16,318,9.4,0.1,1164.9
58338,2019-09-17 13:35:00,31.5,1000.7,16,248,13.0,0.7,1062.4
58414,2019-09-17 13:35:00,24.7,1009.6,91,314,14.8,0.8,1188.6
58419,2019-09-17 13:35:00,28.4,1015.1,33,200,6.9,1.2,1296.7
58424,2019-09-17 13:35:00,19.2,1022.1,44,256,13.1,1.4,1371.2
58429,2019-09-17 13:35:00,20.7,1025.7,100,52,13.6,0.3,1429.3
58436,2019-09-17 13:35:00,23.4,1015.3,55,266,5.6,0.5,1440.8
58437,2019-09-17 13:35:00,1.6,1022.2,8,31,5.0,0.7,1288.9
58520,2019-09-17 13:35:00,20.0,1022.6,19,75,6.5,0.1,1139.3
58531,2019-09-17 13:35:00,16.6,1002.8,79,173,13.7,0.5,1133.7
54406,2019-09-17 13:35:00,18.4,1024.7,79,202,9.2,0.1,1249.3
54416,2019-09-17 13:35:00,3.8,1003.4,1,127,14.1,1.1,1037.4
54511,2019-09-17 13:35:00,0.3,1012.2,22,3,7.6,1.5,1011.5
58725,2019-09-17 13:35:00,19.5,1010.6,23,179,12.9,0.4,1497.3
58730,2019-09-17 13:35:00,13.3,1013.3,3,263,2.2,0.1,1428.8
58731,2019-09-17 13:35:00,8.5,1008.0,79,285,5.4,1.4,1160.3
58734,2019-09-17 13:35:00,31.2,1009.5,3,79,4.4,1.5,1253.5
58737,2019-09-17 13:35:00,11.1,1017.3,7,223,2.4,0.4,1234.6
58744,2019-09-17 13:35:00,5.9,1002.6,68,165,6.1,1.3,1006.9
58754,2019-09-17 13:35:00,25.1,1020.9,58,138,7.4,1.1,1325.1
58818,2019-09-17 13:35:00,22.1,1020.6,89,316,5.8,1.5,1345.0
58820,2019-09-17 13:35:00,26.7,1017.0,23,35,8.9,0.0,1034.5
58834,2019-09-17 13:35:00,20.1,1011.4,42,161,14.0,0.8,1042.0
58837,2019-09-17 13:35:00,10.8,1018.1,19,134,8.8,0.0,1345.7
58843,2019-09-17 13:35:00,23.8,1009.3,2,125,12.9,0.5,1411.7
58846,2019-09-17 13:35:00,22.7,1003.6,41,162,5.7,0.3,1273.3
58847,2019-09-17 13:35:00,9.8,1002.5,8,11,5.4,0.4,1348.6
58911,2019-09-17 13:35:00,20.1,1009.2,84,327,9.4,0.6,1358.3
58918,2019-09-17 13:35:00,29.1,1019.5,72,178,4.5,0.8,1355.6
58921,2019-09-17 13:35:00,24.2,1000.0,69,136,0.2,0.5,1246.2
58926,2019-09-17 13:35:00,3.9,1007.6,80,317,7.1,0.7,1325.7
58927,2019-09-17 13:35:00,34.8,1002.9,58,162,10.2,0.1,1478.4
58931,2019-09-17 13:35:00,8.9,1020.7,9,144,12.9,1.5,1306.4
58933,2019-09-17 13:35:00,14.1,1006.8,79,221,2.0,1.0,1067.0
58936,2019-09-17 13:35:00,5.3,1015.7,29,155,8.5,0.8,1480.4
58944,2019-09-17 13:35:00,9.1,1024.4,66,95,3.8,0.6,1439.2
59113,2019-09-17 13:35:00,2.4,1025.0,84,12,11.4,0.3,1188.7
59126,2019-09-17 13:35:00,24.0,1011.7,12,58,12.5,0.9,1262.3
59133,2019-09-17 13:35:00,15.3,1009.4,42,332,4.9,0.6,1388.1
59134,2019-09-17 13:35:00,28.7,1022.7,53,133,13.1,0.1,1451.5
59321,2019-09-17 13:35:00,25.1,1019.7,91,114,0.9,0.9,1495.4
52323,2019-09-17 13:35:00,1.0,1011.2,36,97,8.9,1.0,1274.8
52418,2019-09-17 13:35:00,12.3,1004.2,12,15,7.6,0.8,1182.9
52424,2019-09-17 13:35:00,19.8,1025.9,96,252,5.6,1.2,1184.0
52436,2019-09-17 13:35:00,21.2,1025.7,87,41,5.9,1.2,1419.7
52446,2019-09-17 13:35:00,27.3,1011.6,86,155,11.8,0.4,1207.6
52447,2019-09-17 13:35:00,4.4,1004.3,53,347,0.7,0.3,1141.9
52533,2019-09-17 13:35:00,16.0,1007.0,82,313,4.2,0.9,1340.3
52546,2019-09-17 13:35:00,21.6,1011.9,84,240,9.8,1.3,1435.0
52652,2019-09-17 13:35:00,7.8,1022.7,81,61,4.8,1.3,1200.1
52661,2019-09-17 13:35:00,2.1,1025.0,89,299,11.0,1.2,1395.6
52674,2019-09-17 13:35:00,0.4,1014.8,53,306,7.1,1.3,1110.8
52679,2019-09-17 13:35:00,25.4,1009.4,46,83,9.5,0.8,1448.7
52681,2019-09-17 13:35:00,3.2,1024.4,9,254,9.8,0.8,1284.1
52787,2019-09-17 13:35:00,0.8,1015.3,64,245,0.0,1.5,1334.4
52797,2019-09-17 13:35:00,9.3,1003.4,55,122,4.9,1.4,1320.0
52884,2019-09-17 13:35:00,10.5,1017.9,9,323,6.0,0.1,1357.0
52895,2019-09-17 13:35:00,0.3,1001.5,55,132,8.6,1.5,1281.7
52983,2019-09-17 13:35:00,30.4,1006.3,46,112,1.3,0.8,1091.1
52984,2019-09-17 13:35:00,5.3,1003.6,47,318,10.5,0.5,1008.3
52986,2019-09-17 13:35:00,22.7,1008.8,50,357,0.7,1.3,1384.7
52996,2019-09-17 13:35:00,3.0,1005.9,13,328,10.1,1.0,1179.8
53821,2019-09-17 13:35:00,24.4,1023.9,91,161,13.5,0.3,1375.3
53915,2019-09-17 13:35:00,9.1,1015.5,56,244,0.8,0.6,1167.8
53923,2019-09-17 13:35:00,27.7,1022.2,55,261,7.0,0.7,1364.3
56074,2019-09-17 13:35:00,28.3,1023.2,64,160,12.8,0.3,1390.5
56080,2019-09-17 13:35:00,23.5,1002.7,61,326,2.3,1.0,1122.9
56093,2019-09-17 13:35:00,2.0,1000.4,46,247,3.6,0.8,1098.7
56096,2019-09-17 13:35:00,15.8,1001.9,18,120,1.1,0.7,1121.3
57014,2019-09-17 13:35:00,15.2,1025.2,85,174,3.9,1.1,1094.9
57996,2019-09-17 13:35:00,24.0,1019.5,95,7,11.7,0.2,1074.0
59072,2019-09-17 13:35:00,26.1,1026.1,6,21,9.5,0.6,1400.4
59082,2019-09-17 13:35:00,4.2,1024.3,84,227,5.7,1.2,1468.1
59087,2019-09-17 13:35:00,28.3,1020.3,74,255,10.0,0.1,1460.5
59088,2019-09-17 13:35:00,33.9,1013.4,36,172,13.4,0.1,1313.5
59096,2019-09-17 13:35:00,12.0,1022.3,78,165,14.1,0.7,1477.3
59097,2019-09-17 13:35:00,11.7,1019.2,7,321,4.0,1.3,1140.1
59107,2019-09-17 13:35:00,29.7,1003.3,41,121,6.7,0.2,1397.6
59116,2019-09-17 13:35:00,7.4,1018.0,98,141,13.6,0.0,1276.1
59117,2019-09-17 13:35:00,6.3,1000.6,86,325,4.6,0.6,1458.9
59271,2019-09-17 13:35:00,19.3,1021.9,70,355,3.7,1.2,1385.4
59278,2019-09-17 13:35:00,32.7,1002.6,49,129,1.5,0.9,1263.5
59280,2019-09-17 13:35:00,11.8,1020.2,79,271,3.4,0.7,1287.7
59287,2019-09-17 13:35:00,25.5,1019.9,39,163,2.0,0.3,1384.7
